MSR_Id;Lane;Direction;Latitude;Longitude;Name;Canton;Direction;Street 
CH:0636.01;lane1;positive;46.7112427;10.0853071;ZERNEZ N, PRASCHITSCH - GR336;GR;MARTINA;H 27
CH:0761.02;lane1;negative;47.3101807;8.81030655;HINWIL N;ZH;BRUETTISELLEN;H 340
CH:0763.01;lane1;negative;47.2812271;8.82382679;HINWIL S;ZH;BRUETTISELLEN;A 15
CH:0763.02;lane2;negative;47.2812424;8.82386589;HINWIL S;ZH;BRUETTISELLEN;A 15
CH:0363.02;lane1;positive;47.2471352;7.75765181;AARWANGEN, SCHUERHOF;BE;LANGENTHAL;H 244
CH:0366.04;lane1;;47.454071;8.31667423;NEUENHOF ANSCHLUSS - AG1571;AG;Bern  (Ein-/Ausfahrten);A 1
CH:0764.01;lane1;negative;47.2163391;8.61096287;HIRZEL;ZH;WAEDENSWIL;H 338
CH:0366.05;lane1;;47.4537849;8.31626129;NEUENHOF ANSCHLUSS - AG1571;AG;Bern  (Ein-/Ausfahrten);A 1
CH:0035.04;lane2;positive;47.0388451;9.46286964;TRUEBBACH S (AB);SG;VERZW. A3 / A13;A 13
CH:0765.02;lane1;negative;47.3979912;9.29666805;ST.GALLEN, WINKELN ALTER ZOLL - SG51;SG;HERISAU;H 8
CH:0766.01;lane1;negative;47.2396011;8.86434269;JONA;SG;RUETI;A 15
CH:0035.05;lane1;positive;47.0386581;9.46302986;TRUEBBACH S (AB);SG;VERZW. A3 / A13;A 13
CH:0769.01;lane1;negative;47.7224503;8.66835976;HERBLINGEN;SH;DEUTSCHLAND;A 4
CH:0376.03;lane2;positive;47.6169014;8.68459129;TRUELLIKON ANSCHLUSS S (AB);ZH;ZUERICH;A 4
CH:0771.01;lane1;negative;47.4513588;7.59656906;TUNNEL EGGFLUE;BL;BASEL;A 18
CH:0376.02;lane1;positive;47.6169167;8.68463898;TRUELLIKON ANSCHLUSS S (AB);ZH;ZUERICH;A 4
CH:0320.03;lane2;positive;46.8843765;9.53649235;CHUR NORD (AB);GR;CHUR;A 13
CH:0773.02;lane1;negative;47.5128136;7.72267151;FUELLINSDORF;BL;AUGST;A 22
CH:0320.04;lane1;positive;46.8843575;9.53653812;CHUR NORD (AB);GR;CHUR;A 13
CH:0314.01;lane1;positive;47.1811714;8.98999691;REICHENBURG (AB);SG;SARGANS;A 3
CH:0775.03;lane2;negative;47.4745216;7.75900364;LAUSEN;BL;AUGST;A 22
CH:0775.04;lane1;negative;47.4745483;7.7590313;LAUSEN;BL;AUGST;A 22
CH:0314.02;lane2;positive;47.1812019;8.99001789;REICHENBURG (AB);SG;SARGANS;A 3
CH:0776.02;lane1;negative;47.3614426;9.29439259;WALDSTATT;AR;APPENZELL;H 8
CH:0398.02;lane1;positive;46.4866676;7.20253801;ROUGEMONT W;VD;CHATEAU D'OEX;H 11
CH:0261.02;lane1;positive;46.641922;8.61381245;OBERALPPASS W;UR;ANDERMATT;H 19
CH:0785.03;lane2;negative;47.5823441;9.01882362;ESCHIKOFEN;TG;FRAUENFELD;A 23
CH:0785.04;lane1;negative;47.5823631;9.0188427;ESCHIKOFEN;TG;FRAUENFELD;A 23
CH:0574.01;lane1;positive;47.2726097;8.43779373;ANSCHLUSS AFFOLTERN A.A 2 (AB) - ZH2104;ZH;LUZERN;A 4
CH:0789.02;lane1;negative;47.5621223;9.12673855;WEINFELDEN;TG;ESCHIKOFEN;H 14
CH:0797.01;lane1;negative;47.4739418;7.0010767;NEU-BOIS, TUNNEL N (AR);JU;0;A 16
CH:0797.02;lane2;negative;47.4739418;7.00112772;NEU-BOIS, TUNNEL N (AR);JU;0;A 16
CH:0574.02;lane2;positive;47.2725945;8.43775463;ANSCHLUSS AFFOLTERN A.A 2 (AB) - ZH2104;ZH;LUZERN;A 4
CH:0258.02;lane1;positive;46.4699326;9.71708584;JULIER, LA VEDUTA;GR;ST. MORITZ;H 3
CH:0014.02;lane1;positive;46.4646988;9.79495239;JULIER, LA VEDUTA;GR;ST. MORITZ          ;H 3
CH:0078.01;lane1;positive;46.7794991;6.92047358;PAYERNE S;VD;BERN                ;H 1
CH:0799.03;lane2;negative;46.9788132;6.8905592;SERRIERES, TUNNEL (AR);NE;YVERDON;A 5
CH:0799.04;lane1;negative;46.9788399;6.89054728;SERRIERES, TUNNEL (AR);NE;YVERDON;A 5
CH:0801.01;lane2;negative;47.0134315;7.00916529;MARIN EST (AB);NE;NEUCHATEL;A 5
CH:0801.02;lane1;negative;47.0134659;7.00916719;MARIN EST (AB);NE;NEUCHATEL;A 5
CH:0801.03;lane1;;47.0135841;7.00646591;MARIN EST (AB);NE;NEUCHATEL;A 5
CH:0801.04;lane1;;47.0136909;7.00982666;MARIN EST (AB);NE;NEUCHATEL;A 5
CH:0275.01;lane1;positive;47.5808029;8.9275856;FRAUENFELD OST  (AB);TG;KREUZLINGEN;A 7
CH:0275.02;lane2;positive;47.5808258;8.92754745;FRAUENFELD OST  (AB);TG;KREUZLINGEN;A 7
CH:0802.03;lane1;;47.0132446;7.00858164;MARIN OUEST (AB);NE;NEUCHATEL;A 5
CH:0802.04;lane1;;47.0132675;7.00431967;MARIN OUEST (AB);NE;NEUCHATEL;A 5
CH:0802.05;lane2;;47.0132256;7.00431871;MARIN OUEST (AB);NE;NEUCHATEL;A 5
CH:0813.01;lane1;;47.3998146;8.54857635;MILCHBUCK;ZH;ZUERICH;A 1L
CH:0813.02;lane2;;47.399826;8.54852962;MILCHBUCK;ZH;ZUERICH;A 1L
CH:0326.02;lane2;positive;46.8891258;7.34097195;FLAMATT E (AB);FR;BERN;A 12
CH:0813.04;lane1;;47.3998528;8.54810047;MILCHBUCK;ZH;ZUERICH;A 1L
CH:0813.05;lane1;negative;47.3998871;8.54804134;MILCHBUCK;ZH;ZUERICH;A 1L
CH:0827.01;lane1;negative;47.1904144;9.48517418;BUCHS (AB);SG;ST.MARGRETHEN;A 13
CH:0827.02;lane2;negative;47.1903992;9.48523808;BUCHS (AB);SG;ST.MARGRETHEN;A 13
CH:0326.01;lane1;positive;46.8890991;7.34098482;FLAMATT E (AB);FR;BERN;A 12
CH:0232.01;lane1;positive;46.1482811;7.15343475;SAXON W (AR);VS;SION;A 9
CH:0828.01;lane1;negative;47.0809441;9.50096798;TRUEBBACH N (AB);SG;ST.MARGRETHEN;A 13
CH:0828.02;lane2;negative;47.0809212;9.50100517;TRUEBBACH N (AB);SG;ST.MARGRETHEN;A 13
CH:0232.02;lane2;positive;46.1483078;7.15339613;SAXON W (AR);VS;SION;A 9
CH:0367.01;lane1;;47.457756;8.28125477;BADEN WEST ANSCHL. - AG1572;AG;Bern;A 1
CH:0367.02;lane1;;47.4579048;8.28282261;BADEN WEST ANSCHL. - AG1572;AG;Bern;A 1
CH:0828.03;lane2;positive;47.0808754;9.50107288;TRUEBBACH N (AB);SG;SARGANS;A 13
CH:0829.03;lane2;negative;47.1486206;9.0393486;BILTEN (AB);GL;ZUERICH;A 3
CH:0829.04;lane1;negative;47.1486397;9.03940105;BILTEN (AB);GL;ZUERICH;A 3
CH:0828.04;lane1;positive;47.0808449;9.50111485;TRUEBBACH N (AB);SG;SARGANS;A 13
CH:0264.01;lane1;positive;46.8710976;8.78112698;KLAUSENPASS W;UR;GLARUS;H 17
CH:0830.03;lane2;negative;47.1287003;9.08473015;NIEDERURNEN (AB);GL;ZUERICH;A 3
CH:0830.04;lane1;negative;47.128727;9.08473492;NIEDERURNEN (AB);GL;ZUERICH;A 3
CH:0633.01;lane1;positive;46.7018738;9.72562218;WIESEN E - GR0239;GR;DAVOS;H 417
CH:0695.05;lane2;positive;47.0898209;8.25064754;ANSCHL. ROTHENBURG;LU;LUZERN;A 2
CH:0833.03;lane2;negative;47.1495247;7.28852129;BUETTENBERGTUNNEL;BE;NEUCHATEL;A 5
CH:0833.04;lane1;negative;47.1495209;7.2884469;BUETTENBERGTUNNEL;BE;NEUCHATEL;A 5
CH:0695.06;lane1;positive;47.0898399;8.25069141;ANSCHL. ROTHENBURG;LU;LUZERN;A 2
CH:0310.04;lane1;positive;47.2611198;9.52779293;SENNWALD (AB);SG;SARGANS;A 13
CH:0834.03;lane2;negative;47.1256371;7.26356411;LAENGHOLZTUNNEL;BE;NEUCHATEL;A 5
CH:0834.04;lane1;negative;47.125679;7.2634573;LAENGHOLZTUNNEL;BE;NEUCHATEL;A 5
CH:0515.01;lane1;;47.5306053;8.77463531;ANSCHLUSS OBERWINTERTHUR 2 (AB);ZH;ZUERICH;A 1
CH:0515.02;lane1;;47.5309715;8.77733803;ANSCHLUSS OBERWINTERTHUR 2 (AB);ZH;ZUERICH;A 1
CH:0516.05;lane1;;47.5307274;8.77410126;ANSCHLUSS OBERWINTERTHUR 1 (AB);ZH;ZUERICH;A 1
CH:0516.06;lane1;;47.5301895;8.77196503;ANSCHLUSS OBERWINTERTHUR 1 (AB);ZH;ZUERICH;A 1
CH:0543.04;lane1;;47.4300041;8.36458874;SPREITENBACH AUSFAHRT (AB) - AG1445;AG;0;A 1
CH:0544.04;lane1;;47.4270782;8.37399292;SPREITENBACH EINFAHRT (AB) - AG1444;AG;BERN;A 1
CH:0640.01;lane1;;47.5303383;8.81423473;ANSCHLUSS ATTIKON (AB));ZH;ZUERICH;A 1
CH:0640.06;lane1;;47.5306587;8.81434822;ANSCHLUSS ATTIKON (AB));ZH;ZUERICH;A 1
CH:0310.03;lane2;positive;47.2611275;9.52774429;SENNWALD (AB);SG;SARGANS;A 13
CH:0354.02;lane1;positive;46.5188446;7.31046629;SAANENMOESER;BE;SAANEN;H 11
CH:0216.02;lane2;positive;47.1935463;8.89491272;WANGEN SZ (AB);SZ;WEESEN;A 3
CH:0216.01;lane1;positive;47.1935234;8.89488411;WANGEN SZ (AB);SZ;WEESEN;A 3
CH:0607.02;lane2;positive;47.2851143;8.55665398;THALWIL ( AB) - ZH104;ZH;CHUR;A 3
CH:0844.06;lane1;negative;47.6923866;8.62188339;BAHNTAL GALGENBUCKTUNNEL;SH;KLETTGAU;A 4
CH:0844.07;lane2;negative;47.6923943;8.62183285;BAHNTAL GALGENBUCKTUNNEL;SH;KLETTGAU;A 4
CH:0844.08;lane3;negative;47.6910133;8.62184238;BAHNTAL GALGENBUCKTUNNEL;SH;KLETTGAU;A 4
CH:0847.01;lane1;negative;47.6913223;8.60866356;ENGI GALGENBUCKTUNNEL;SH;KLETTGAU;H 13
CH:0607.01;lane1;positive;47.285099;8.55661392;THALWIL ( AB) - ZH104;ZH;CHUR;A 3
CH:0849.01;lane1;;47.6938057;8.62423706;FAESENSTAUB SUED;SH;DEUTSCHLAND;A 4
CH:0849.02;lane1;negative;47.6932373;8.62518597;FAESENSTAUB SUED;SH;DEUTSCHLAND;A 4
CH:0849.03;lane1;;47.693737;8.62427902;FAESENSTAUB SUED;SH;DEUTSCHLAND;A 4
CH:0324.01;lane1;positive;46.5485382;6.91524935;CHATEL-ST-DENIS N (AR);FR;FRIBOURG;A 12
CH:0849.05;lane1;;47.6932373;8.62528419;FAESENSTAUB SUED;SH;DEUTSCHLAND;A 4
CH:0850.01;lane1;negative;47.6912613;8.62614918;CHOLFIRST NORD;ZH;DEUTSCHLAND;A 4
CH:0850.02;lane2;negative;47.6912766;8.62618637;CHOLFIRST NORD;ZH;DEUTSCHLAND;A 4
CH:0324.02;lane2;positive;46.5485382;6.91519976;CHATEL-ST-DENIS N (AR);FR;FRIBOURG;A 12
CH:0850.04;lane1;;47.6917839;8.62686825;CHOLFIRST NORD;ZH;DEUTSCHLAND;A 4
CH:0743.01;lane1;;46.5610657;6.56108999;CRISSIER (AR) RI NORD;VD;0;A 1
CH:0743.02;lane2;;46.5610619;6.56104469;CRISSIER (AR) RI NORD;VD;0;A 1
CH:0349.01;lane1;positive;47.5461922;7.82534313;RHEINFELDEN (AB) - AG1420;AG;VERZW. A3/A1;A 3
CH:0851.04;lane4;negative;46.1137428;7.09022427;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;LAUSANNE;A 9
CH:0851.05;lane3;negative;46.1137733;7.09021521;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;LAUSANNE;A 9
CH:0851.06;lane2;negative;46.1138611;7.09019899;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;LAUSANNE;A 9
CH:0851.07;lane1;negative;46.1139374;7.09016895;ECHANGEUR GD.ST.BERNARD OUEST (AR);VS;LAUSANNE;A 9
CH:0349.02;lane2;positive;47.5462227;7.82533741;RHEINFELDEN (AB) - AG1420;AG;VERZW. A3/A1;A 3
CH:0695.07;lane1;;47.0890656;8.25213623;ANSCHL. ROTHENBURG;LU;VERZW. A1/A2;A 2
CH:0695.08;lane1;;47.0898743;8.2507391;ANSCHL. ROTHENBURG;LU;VERZW. A1/A2;A 2
CH:0852.04;lane3;negative;46.1152916;7.09855127;ECHANGEUR GD.ST.BERNARD EST (AR);VS;LAUSANNE;A 9
CH:0852.05;lane2;negative;46.1153183;7.09853125;ECHANGEUR GD.ST.BERNARD EST (AR);VS;LAUSANNE;A 9
CH:0852.06;lane1;negative;46.1153603;7.09849644;ECHANGEUR GD.ST.BERNARD EST (AR);VS;LAUSANNE;A 9
CH:0853.01;lane1;negative;47.1575661;7.27069616;BIENNE NORD (AB);BE;DELEMONT;A 16
CH:0853.02;lane2;negative;47.157608;7.27068615;BIENNE NORD (AB);BE;DELEMONT;A 16
CH:0744.01;lane2;;46.5612488;6.56021357;CRISSIER (AR) RI SUED;VD;GENEVE;A 1
CH:0744.02;lane1;;46.5612602;6.5602603;CRISSIER (AR) RI SUED;VD;GENEVE;A 1
CH:0857.01;lane1;negative;46.7486763;7.60226011;THUN, ALLMENDTUNNEL S (AB);BE;0;A 6
CH:0857.02;lane1;negative;46.7486839;7.60231972;THUN, ALLMENDTUNNEL S (AB);BE;0;A 6
CH:0215.01;lane1;positive;47.5944366;9.0068264;MUELLHEIM (AB);TG;KREUZLINGEN;A 7
CH:0215.02;lane2;positive;47.5944595;9.00679207;MUELLHEIM (AB);TG;KREUZLINGEN;A 7
